title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Unfriended,movie,"Horror, Mystery, Thriller",2014.0,5.6,83719.0,"AD, AE, AG, AL, AO, AT, AZ, BA, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DO, DZ, EC, EE, EG, FJ, FR, GF, GG, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Abang Long Fadil,movie,"Action, Comedy, Crime",2014.0,5.0,182.0,"ID, MY, PH, SG, TH"
Pattaya,movie,Comedy,2016.0,4.8,1947.0,"AD, FR, GF, MC, PF"
Rätten att älska,movie,Drama,1956.0,5.7,102.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK"
Anjaan,movie,"Action, Crime, Drama",2014.0,5.3,6230.0,"AE, AG, AL, AO, AT, AU, AZ, BA, BB, BH, BM, BO, BS, BY, BZ, CA, CI, CM, CO, CU, CV, DE, DO, DZ, EC, EG, ES, FJ, FR, GG, GH, GI, GQ, GR, GT, HK, ID, IL, IN, IQ, IT, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, PE, PH, PK, PL, PS, QA, RS, SC, SE, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW"
What the Fish,movie,"Adventure, Comedy, Drama",2013.0,5.0,243.0,"AG, AL, AO, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BS, BY, BZ, CA, CH, CI, CL, CM, CR, CU, CV, CY, DE, DO, DZ, EE, ES, FJ, FR, GB, GG, GH, GI, GQ, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KW, LB, LC, LI, LT, LV, LY, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, PH, PK, PS, PY, QA, RO, RS, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TR, TT, TW, TZ, UG, US, ZA, ZM, ZW"
We Are Moluccans,movie,"Biography, Drama, Sport",2014.0,7.9,230.0,ID
Het gezin van Paemel,movie,"Drama, History",1986.0,6.8,362.0,"AT, BE, BG, CH, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, PL, PT, RO, SI, SK"
Maytime in Mayfair,movie,"Comedy, Musical, Romance",1949.0,5.8,246.0,"CY, DK, FI, LI, MT, NO, SE"
A Grain of Truth,movie,"Crime, Thriller",2015.0,6.6,1576.0,PL
Cómo sobrevivir a una despedida,movie,Comedy,2015.0,4.5,1105.0,ES
The Last Adventure,movie,Drama,1974.0,5.6,214.0,"GI, SK"
It's a Woman's War,movie,"Comedy, Musical",1971.0,5.1,102.0,"AL, AT, BA, BE, BG, CH, CZ, DE, ES, FR, GR, HR, HU, IS, LT, LU, LV, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, TR"
Mechanic: Resurrection,movie,"Action, Adventure, Thriller",2016.0,5.7,96481.0,"AD, AU, CA, ES, FJ, NZ, SG, TW"
Broken Vows,movie,"Drama, Thriller",2014.0,4.4,2366.0,"AU, CA, DE, GB, IT, JP, KR, US"
Love's Whirlpool,movie,"Drama, Romance",2014.0,6.3,509.0,JP
The Duke Wore Jeans,movie,"Comedy, Musical",1958.0,5.0,115.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
Chain of Events,movie,"Drama, Thriller",1958.0,6.5,372.0,"DK, FI, MT, NO, SE"
The Solitary Child,movie,"Crime, Drama, Mystery",1958.0,5.8,120.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
Le mille-pattes fait des claquettes,movie,Comedy,1977.0,5.5,136.0,"CY, DK, FI, LI, MT, NO, SE"
He Never Died,movie,"Comedy, Drama, Fantasy",2015.0,6.3,22645.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Noi donne siamo fatte così,movie,Comedy,1971.0,6.2,206.0,"BG, CZ, GR, HU, IS, LT, PT, RO, SI, SK"
The Bellman,movie,"Crime, Drama, Horror",1945.0,6.4,195.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, MT, NO, PT, RO, SE, SI, SK"
The Remaining,movie,"Drama, Fantasy, Horror",2014.0,4.3,9170.0,"AD, AE, AO, AT, AU, AZ, BE, BH, BY, CH, CI, CM, CV, CY, DE, DZ, EE, EG, ES, FJ, GH, GR, HK, HU, ID, IQ, JO, KE, KW, LB, LI, LT, LU, LV, LY, MA, MD, MG, ML, MY, MZ, NE, NG, NZ, OM, PH, PL, PS, PT, QA, RO, SA, SC, SG, SN, TH, TN, TW, TZ, UA, UG, YE, ZA, ZM, ZW"
For the Emperor,movie,"Action, Crime",2014.0,5.7,815.0,KR
Sigaram Thodu,movie,"Action, Thriller",2014.0,6.2,507.0,"AE, BO, DE, DZ, ES, FR, IT, KW, PL, QA, SE, TR"
Insidious: Chapter 3,movie,"Horror, Mystery, Thriller",2015.0,6.1,122069.0,"CA, DZ, IS, PL"
Beverly Hills Cop: Axel F,movie,"Action, Comedy, Crime",2024.0,6.4,76493.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Lego Movie 2: The Second Part,movie,"Adventure, Animation, Comedy",2019.0,6.5,79541.0,"BA, BG, CZ, DK, FI, HR, HU, JP, KR, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
Pandurangadu,movie,"Drama, Fantasy",2008.0,3.5,1186.0,"AG, AL, AZ, BA, BS, BY, CA, CL, GG, GI, ID, IN, JM, LC, ME, MK, NZ, PH, RS, TC, TN, TT, US"
The Greatest Thing,movie,"Drama, History, Romance",2001.0,6.1,302.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC"
Haider,movie,"Crime, Drama, Thriller",2014.0,8.0,58805.0,"AD, AE, AG, AL, AO, AU, AZ, BA, BB, BH, BM, BO, BS, BY, BZ, CA, CI, CL, CM, CR, CU, CV, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GT, HK, HN, HU, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, PE, PH, PK, PS, PY, QA, RS, SC, SE, SG, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, ZA, ZM, ZW"
Ma ma,movie,Drama,2015.0,6.4,4835.0,ES
The Teacher's Diary,movie,"Comedy, Drama, Romance",2014.0,7.8,2828.0,TH
The Nortull Gang,movie,Comedy,1923.0,6.5,180.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK, TC"
Mr. Holmes,movie,"Crime, Drama, Family",2015.0,6.8,68910.0,"HU, PL, RO"
Iris 2: The Movie,movie,"Action, Adventure, Crime",2013.0,5.4,172.0,"ID, MY, PH, SG, TH"
I've Gotta Horse,movie,"Comedy, Musical",1965.0,4.7,125.0,"CY, DK, FI, LI, MT, NO, SE"
Next to No Time!,movie,Comedy,1958.0,5.7,212.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NO, PT, RO, SE, SI, SK"
The Divine Move,movie,"Action, Crime, Drama",2014.0,6.6,2659.0,KR
War for the Planet of the Apes,movie,"Action, Adventure, Drama",2017.0,7.4,310750.0,"AD, AE, AL, AO, AU, BA, BE, BG, BH, CI, CM, CV, CY, CZ, DK, DZ, EE, EG, ES, FI, FJ, GH, GQ, GR, HK, HR, HU, ID, IL, IQ, IS, IT, JO, KE, KR, KW, LB, LT, LU, LV, LY, MA, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PH, PL, PS, PT, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
Facet (nie)potrzebny od zaraz,movie,"Comedy, Drama, Music",2014.0,4.4,398.0,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PF, PT, RO, SE, SI, SK, TC"
The Smile of a Child,movie,"Comedy, Drama, Music",1969.0,4.8,44.0,"AL, AT, BA, BE, BG, CH, CZ, DE, DK, EE, FI, FR, GR, HR, HU, IS, LT, LU, LV, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, TR"
Kundo: Age of the Rampant,movie,"Action, Drama",2014.0,6.8,3954.0,KR
The Mummy,movie,"Action, Adventure, Fantasy",2017.0,5.4,211329.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
My Brilliant Life,movie,Drama,2014.0,7.2,1055.0,KR
Parasyte: Part 1,movie,"Action, Drama, Horror",2014.0,6.8,5623.0,KR
Parasyte: Part 2,movie,"Action, Drama, Horror",2015.0,6.5,3388.0,KR
Brabançonne,movie,Musical,2014.0,6.1,433.0,"AT, BG, CH, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, PL, PT, RO, SI, SK"
Cowspiracy: The Sustainability Secret,movie,Documentary,2014.0,8.1,26903.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Oh! Happy Day,movie,"Comedy, Drama, Romance",2003.0,5.2,221.0,KR
Pizza,movie,"Horror, Mystery, Thriller",2014.0,6.2,1511.0,"AE, BA, CO, DZ, HU, KW, PK, RO, RS, TR"
The Admiral: Roaring Currents,movie,"Action, History, War",2014.0,7.1,13481.0,KR
She's Dating the Gangster,movie,"Comedy, Drama, Romance",2014.0,7.0,1337.0,PH
Murderer,movie,"Drama, Thriller",2014.0,5.0,333.0,"ID, MY, PH, SG, TH"
Irrational Man,movie,"Comedy, Crime, Drama",2015.0,6.6,68355.0,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Shadowing the Third Man,movie,Documentary,2004.0,6.9,270.0,"BG, CZ, ES, HR, HU, IS, IT, LT, LV, MT, NL, PT, SE, SK"
Kahlil Gibran's The Prophet,movie,"Animation, Drama",2014.0,7.0,5116.0,"IN, PK"
A Little Chaos,movie,"Drama, Romance",2014.0,6.5,25957.0,"AT, CA, CH, DE, LU"
99 Homes,movie,"Crime, Drama",2014.0,7.1,39260.0,KR
Before We Go,movie,"Comedy, Drama, Romance",2014.0,6.8,65655.0,SG
Stones for the Rampart,movie,"Drama, War",2014.0,6.2,1629.0,PL
Sinister 2,movie,"Horror, Mystery, Thriller",2015.0,5.3,62891.0,"BM, CA, GB, GG, GI, IE, MT, TC, TW"
The Light Between Oceans,movie,"Drama, Romance",2016.0,7.2,61145.0,TH
Beasts of No Nation,movie,"Drama, War",2015.0,7.7,88322.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Secret Scripture,movie,"Drama, Romance",2016.0,6.7,8856.0,"BM, GB, GG, GI, IE, TC"
3 Hearts,movie,"Drama, Romance",2014.0,5.9,2668.0,KR
Black Souls,movie,"Crime, Drama",2014.0,6.8,3212.0,"IT, SM"
The Intruder,movie,"Drama, War",1953.0,6.7,469.0,"DK, NO, SE"
Fate/stay night [Heaven's Feel] I. presage flower,movie,"Action, Adventure, Animation",2017.0,7.4,3857.0,"IT, SM"
All the Way Up,movie,Comedy,1970.0,4.5,142.0,"DK, FI, NO, SE"
Confession,movie,"Drama, Thriller",2014.0,6.5,589.0,KR
Last Floor,movie,"Drama, Thriller",2013.0,5.1,158.0,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PF, PT, RO, SE, SI, SK, TC"
Børning,movie,"Action, Comedy",2014.0,6.2,5360.0,"DK, FI, NO, SE"
Mary Kom,movie,"Action, Biography, Drama",2014.0,6.8,11648.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
Still Alice,movie,Drama,2014.0,7.5,145787.0,"BG, CZ, EE, HU, IN, KR, LT, LV, PK, RO, SK, US"
Top Five,movie,"Comedy, Romance",2014.0,6.4,27978.0,"AZ, BY, JP, LT, LV, UA, US"
Breakup Buddies,movie,"Comedy, Drama, Romance",2014.0,6.4,1847.0,HK
The Golden Era,movie,"Biography, Drama, Romance",2014.0,6.4,1268.0,HK
They Have Escaped,movie,"Drama, Mystery",2014.0,6.2,1058.0,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IE, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK"
Who Am I,movie,"Crime, Drama, Mystery",2014.0,7.4,64089.0,"AT, CH, DE, LI, LU"
No Place for Jennifer,movie,Drama,1950.0,6.6,140.0,"BG, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, MT, NO, PT, RO, SE, SI, SK"
Third Is My First,movie,"Comedy, Drama, Romance",2014.0,7.1,66.0,"HK, ID, MY, PH, SG, TH, TW"
Break Up 100,movie,"Comedy, Romance",2014.0,5.8,316.0,"HK, TW"
Bear Island,movie,"Action, Adventure, Documentary",2014.0,6.9,218.0,"AT, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK"
The Pirates,movie,"Action, Adventure, Comedy",2014.0,6.5,4700.0,"KR, TW"
The Janitor,movie,"Action, Crime, Drama",2014.0,5.3,64.0,"ID, MY, PH, SG, TH"
10 000 timmar,movie,Comedy,2014.0,4.4,1199.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK, TC"
Three Brothers,movie,"Comedy, Family, Fantasy",2014.0,5.6,535.0,"CZ, SK"
One Way Ticket,movie,"Crime, Drama",1971.0,6.0,221.0,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LT, LV, NL, NO, RO, SE, SI, SK"
My Own Man,movie,"Comedy, Documentary, Drama",2014.0,6.4,470.0,"AD, AE, AG, AL, AO, AT, AU, BA, BE, BG, BH, BM, BO, BR, BS, BY, CI, CL, CO, CR, CU, CV, DE, DK, DO, DZ, EC, EE, EG, ES, FR, GB, GF, GH, GI, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NL, NO, NZ, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SC, SE, SG, SI, SK, SN, SV, TC, TH, TR, TW, TZ, US, UY, VE, ZA, ZM"
I Am the Keeper,movie,"Drama, Romance",2014.0,7.1,475.0,CH
The Walk,movie,"Adventure, Biography, Drama",2015.0,7.3,137437.0,"FJ, GB, GG, GI, HK, ID, IE, IN, MY, PH, PK, SG, TH, TW"
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,movie,"Action, Adventure, Animation",2014.0,6.9,1346.0,JP
October Gale,movie,"Drama, Mystery, Romance",2014.0,5.2,2537.0,"IN, PK"
Amrutham Chandamama Lo,movie,"Adventure, Comedy, Fantasy",2014.0,5.6,113.0,"AE, AG, AL, AO, AU, AZ, BA, BB, BM, BS, BY, BZ, CA, CI, CM, CR, CV, DZ, EG, FJ, GG, GH, GI, GQ, ID, IL, IN, JM, JO, JP, KE, LC, MA, MC, ME, MG, MK, ML, MU, MY, MZ, NE, NG, NZ, PH, PK, RS, SC, SG, SN, SV, TC, TH, TR, TT, TZ, UG, US, UY, ZA, ZM, ZW"
Comic 8,movie,"Action, Comedy, Crime",2014.0,6.8,1088.0,ID
12 Lotus,movie,Drama,2008.0,5.8,116.0,"ID, MY, PH, SG, TH"
Two for the Girl,movie,"Action, Adventure",2009.0,6.3,203.0,"AG, AR, BB, BM, BO, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TT, UY, VE"
Alone Man,movie,"Drama, Romance, Sci-Fi",2016.0,6.3,149.0,BR
Rumble,movie,Action,2016.0,3.7,320.0,JP
Mission Blue,movie,"Documentary, Drama",2014.0,7.9,2178.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
5 Flights Up,movie,"Comedy, Drama",2014.0,6.2,11380.0,"DZ, IN, PK"
Max Steel,movie,"Action, Adventure, Fantasy",2016.0,4.6,20934.0,"AT, CH, DE, LI, LU, TH"
Dumb But Disciplined,movie,Comedy,1979.0,4.5,189.0,MT
Northmen: A Viking Saga,movie,"Action, Drama, History",2014.0,5.4,10902.0,"BM, CH, GB, GG, GI, IE, MT, TC"
Paper Planes,movie,"Drama, Family",2014.0,6.2,4855.0,"FJ, NZ"
Father of Four - The Return of Uncle Sofus,movie,"Comedy, Family",2014.0,3.8,149.0,"AT, BE, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC"
The Grump,movie,"Comedy, Drama",2014.0,6.7,3028.0,"DK, FI, NO, SE"
Kabukicho Love Hotel,movie,"Drama, Romance",2014.0,6.9,865.0,KR
Margarita with a Straw,movie,"Crime, Drama",2014.0,7.2,4182.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mano po III: My Love,movie,"Drama, Romance",2004.0,5.7,68.0,PH
Cart,movie,Drama,2014.0,6.7,1171.0,KR
Scarlet Innocence,movie,"Drama, Romance, Thriller",2014.0,5.9,1639.0,KR
Café. Waiting. Love,movie,"Comedy, Drama, Fantasy",2014.0,6.5,1639.0,TW
Raja Natwarlal,movie,"Crime, Thriller",2014.0,6.2,4622.0,"AT, CO, DZ, HU, IT, KW, MD, NO, QA, RO, SE, TW, UY"
Shazam!,movie,"Action, Adventure, Comedy",2019.0,7.0,394664.0,"AD, BA, BG, CH, CZ, ES, HR, HU, IN, IT, JP, KR, MD, ME, MK, NL, PL, PT, RO, RS, SI, SK, SM"
The Transporter Refueled,movie,"Action, Thriller",2015.0,5.2,45783.0,"AU, CA, FJ, JP, NZ"
Sleeping with Other People,movie,"Comedy, Drama, Romance",2015.0,6.5,49290.0,"AU, FJ, NZ"
Blue Mountain State: The Rise of Thadland,movie,"Comedy, Sport",2016.0,5.7,17177.0,US
A Choo,movie,"Action, Comedy, Fantasy",2020.0,5.5,461.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BS, BY, BZ, CA, CH, CI, CL, CM, CR, CU, CV, CY, CZ, DE, DK, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Second Twin,movie,"Crime, Drama, Mystery",1966.0,6.0,170.0,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NO, PT, RO, SE, SI, SK"
Medicinen,movie,"Comedy, Drama",2014.0,5.7,1276.0,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK"
Chagall-Malevich,movie,"Biography, Drama, History",2014.0,6.0,132.0,MD
Poor Millionaires,movie,Comedy,1959.0,6.1,324.0,"AT, BA, BG, CH, CZ, DE, EE, IS, LT, LV, MD, ME, MK, PL, RO, SE, SI, SK"
"Sex, Love & Therapy",movie,"Comedy, Romance",2014.0,5.4,2404.0,"IT, SM"
The Zookeeper's Wife,movie,"Biography, Drama, History",2017.0,7.0,47806.0,CA
Jim Jefferies: BARE,movie,Comedy,2014.0,8.0,5918.0,"AG, AR, AT, AU, BB, BE, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, DE, DK, DO, EC, FI, FR, GB, GF, GG, GI, GT, HN, IE, JM, LC, LI, LU, MT, MU, MX, NI, NL, NO, NZ, PA, PE, PF, PY, SE, SV, TC, TT, US, UY, VE"
Het sacrament,movie,"Comedy, Drama",1989.0,6.3,285.0,"DE, ES, FR, GB, IT"
